coin,symbol,price,1h,24h,7d,24h_volume,mkt_cap,date
Lido DAO,LDO,7.035885682181534e-05,0.016,-0.024,0.2289999999999999,0.00011302448425055885,320418126.0,2022-03-17
DeFi Kingdoms,JEWEL,0.000105053051755154,0.0069999999999999,0.053,-0.093,0.00023356862384814976,319385783.0,2022-03-17
Ultra,UOS,2.838615945490912e-05,0.005,0.024,-0.038,7.241134442350917e-05,317369548.0,2022-03-17
Spell Token,SPELL,8.434907028049468e-08,0.0069999999999999,-0.02,-0.109,0.0008117502736127335,316934220.0,2022-03-17
Telcoin,TEL,1.2497743518675995e-07,0.011,0.051,-0.0139999999999999,3.779808697385421e-05,316916231.0,2022-03-17
Syscoin,SYS,1.2066277036689182e-05,0.019,0.062,-0.043,0.00020133322215978646,316225956.0,2022-03-17
FLEX Coin,FLEX,9.583361533930177e-05,-0.0,-0.001,0.006,0.022803366758410465,311501806.0,2022-03-17
ConstitutionDAO,PEOPLE,1.4799062833371109e-06,0.004,0.004,-0.055,0.002571258436368769,309380835.0,2022-03-17
Kyber Network Crystal,KNC,7.302764104745677e-05,0.01,-0.018,-0.043,0.0003437924334356334,308453415.0,2022-03-17
LooksRare,LOOKS,3.0327093437193803e-05,0.018,-0.0279999999999999,0.099,0.0009145172223977918,306746978.0,2022-03-17
Tomb,TOMB,2.8871392950480293e-05,-0.004,0.015,-0.1009999999999999,0.00018703900550284228,305642692.0,2022-03-17
Lisk,LSK,5.094951699896853e-05,-0.004,0.03,-0.005,0.0001543584840463865,304232009.0,2022-03-17
DigitalBits,XDB,9.584792940338219e-06,-0.004,0.015,0.207,2.7059995456567525e-05,302184765.0,2022-03-17
DigiByte,DGB,4.836925232069159e-07,0.004,0.0139999999999999,-0.035,0.0002091997319251456,302087064.0,2022-03-17
Persistence,XPRT,8.758464591459187e-05,-0.001,0.091,0.07,9.846726581346787e-05,298811585.0,2022-03-17
PlayDapp,PLA,1.9713653973589938e-05,0.002,0.016,-0.0279999999999999,0.0003780082452601876,295009942.0,2022-03-17
Tenset,10SET,7.982090998545315e-05,0.001,0.003,0.345,4.0500530808628885e-05,290187601.0,2022-03-17
Stargaze,STARS,9.407682714454743e-06,0.001,-0.035,-0.209,2.4552511594671894e-05,288957891.0,2022-03-17
Ronin,RON,4.682503228661358e-05,0.0,0.036,-0.039,4.033227318883031e-05,285584777.0,2022-03-17
Trust Wallet Token,TWT,1.977981556071107e-05,-0.006,0.13,0.109,0.0004580121025823466,284403138.0,2022-03-17
Casper Network,CSPR,1.6329703670816244e-06,0.0139999999999999,0.062,0.037,0.00017884628515515104,280491915.0,2022-03-17
Tokemak,TOKE,0.0005847063621272556,0.006,-0.042,-0.118,0.00010499415287363751,280398265.0,2022-03-17
SafeMoon [OLD],SAFEMOON,1.2469020874017579e-11,0.002,0.02,-0.009,1.5174945529556238e-08,277800683.0,2022-03-17
Radio Caca,RACA,3.244729619404798e-08,-0.0,0.004,0.084,0.00029596372058489915,277127753.0,2022-03-17
Pirate Chain,ARRR,3.4936811645119914e-05,-0.003,0.003,0.221,2.0467586656065973e-05,275717440.0,2022-03-17
SXP,SXP,3.420896140176316e-05,0.005,0.05,0.045,0.0011802263139059,273381975.0,2022-03-17
MAI,MIMATIC,2.4261674742554178e-05,0.002,0.003,0.008,9.937516307893618e-05,269690665.0,2022-03-17
Floki Inu,FLOKI,7.006157370442303e-10,0.0,0.019,-0.095,0.0001263203228825985,264302676.0,2022-03-17
Injective,INJ,0.0001310130437682116,0.008,0.0139999999999999,0.011,0.00044862107314592986,262798491.0,2022-03-17
Mobox,MBOX,5.119213374675411e-05,-0.004,0.033,0.0559999999999999,0.0007352088674352949,261388946.0,2022-03-17
MXC,MXC,2.5716889671733184e-06,-0.005,0.017,0.1689999999999999,0.00039489020818486074,258748257.0,2022-03-17
Everscale,EVER,4.674982077076112e-06,0.0,-0.0139999999999999,-0.011,2.5786567660274997e-07,258439550.0,2022-03-17
Perpetual Protocol,PERP,9.583361533930177e-05,0.004,0.023,-0.017,0.0001593101221428654,257335955.0,2022-03-17
Zenon,ZNN,0.00012640332556028547,0.0069999999999999,-0.026,-0.114,6.581669172779077e-07,257245207.0,2022-03-17
WINkLink,WIN,6.450772139930898e-09,-0.0,-0.001,-0.043,0.0013573865879773102,256027145.0,2022-03-17
Coin98,C98,3.3238494410620824e-05,0.003,0.023,0.036,0.0005669294128101878,254083272.0,2022-03-17
WazirX,WRX,1.3508172630453693e-05,-0.001,-0.002,-0.123,0.00010984150162473038,254078525.0,2022-03-17
Serum,SRM,4.609718204325683e-05,0.005,0.018,-0.016,0.0004994313013534846,253353070.0,2022-03-17
Lido Staked SOL,STSOL,0.0022628864065601475,0.0139999999999999,0.064,0.0279999999999999,7.43367791268874e-05,252733440.0,2022-03-17
Zipmex Token,ZMT,6.890315633510182e-05,-0.002,0.018,0.003,0.0002504142701917749,252612673.0,2022-03-17
Mirror Protocol,MIR,4.148746383533071e-05,0.005,0.004,-0.1689999999999999,0.0008627750872459485,248849118.0,2022-03-17
Creditcoin,CTC,2.838615945490912e-05,-0.001,0.032,0.02,5.3864342205006544e-05,242723178.0,2022-03-17
Tribe,TRIBE,1.2899422948584882e-05,-0.005,-0.021,-0.0409999999999999,0.00013947086066898117,242034097.0,2022-03-17
VVS Finance,VVS,5.346164605273662e-10,-0.0,-0.013,-0.129,4.796676418876757e-05,236041817.0,2022-03-17
Metahero,HERO,1.0844339918437493e-06,-0.005,-0.01,-0.13,0.00013443228026321571,234727576.0,2022-03-17
Yield Guild Games,YGG,6.429343812717571e-05,0.022,0.096,-0.013,0.0005609490523211797,232020727.0,2022-03-17
Function X,FX,1.1895183706150788e-05,-0.008,0.003,-0.025,4.8152489669792665e-05,230355668.0,2022-03-17
API3,API3,0.00011257417093650712,0.003,-0.012,-0.146,0.000529701689478991,230330587.0,2022-03-17
Dent,DENT,5.836355961954992e-08,-0.002,0.023,-0.042,0.0002652378907733028,230289059.0,2022-03-17
Raydium,RAY,6.11394204059631e-05,0.006,0.004,-0.01,0.00035520733553251813,229551472.0,2022-03-17
Fetch.ai,FET,8.079307496979107e-06,0.01,0.016,-0.06,0.00031447190341615035,229348461.0,2022-03-17
Escoin Token,ELG,8.030614348102433e-05,0.005,-0.015,0.017,1.249846183636723e-05,228752259.0,2022-03-17
Euro Tether,EURT,2.6930458968195617e-05,-0.0,0.006,0.003,0.00025403572720370746,228389194.0,2022-03-17
CoinEx Token,CET,1.483374839381701e-06,-0.001,-0.0,0.049,9.073570045430336e-06,227207627.0,2022-03-17
Astroport,ASTRO,4.391363131318656e-05,-0.002,-0.104,0.095,0.00015119887245227813,227045274.0,2022-03-17
Chromia,CHR,9.692708869753247e-06,0.001,0.053,0.02,0.001005686805883371,226830657.0,2022-03-17
Chia,XCH,0.0016010279186010712,-0.003,0.015,-0.077,0.0001567677370799816,225459171.0,2022-03-17
xSUSHI,XSUSHI,9.753193257380086e-05,0.012,0.0579999999999999,0.022,4.4150364464688365e-06,225344906.0,2022-03-17
Cratos,CRTS,7.852355697017577e-08,0.003,0.099,-0.027,0.00028510823882630656,223198961.0,2022-03-17
Status,SNT,1.3910554815979338e-06,-0.002,0.01,-0.086,0.0001507457264436023,222865089.0,2022-03-17
Telos,TLOS,2.0831389330638127e-05,0.001,0.046,-0.059,6.538603645348072e-05,222068806.0,2022-03-17
Power Ledger,POWR,1.2411278052040284e-05,0.002,0.013,-0.04,0.0005380270930769276,219951909.0,2022-03-17
Astar,ASTR,2.614316729759246e-06,-0.001,0.044,0.027,0.00015391084421135818,218062741.0,2022-03-17
Medibloc,MED,9.806942998165929e-07,0.001,0.0069999999999999,-0.013,7.886875703561878e-05,217275804.0,2022-03-17
Celer Network,CELR,9.296309844393231e-07,0.009,0.036,-0.038,0.0005137922134805665,216429137.0,2022-03-17
COTI,COTI,4.967699183279421e-06,0.001,0.016,-0.032,0.00020993329579299742,215079506.0,2022-03-17
Vulcan Forged,PYR,0.00021592890549316637,0.001,0.023,-0.096,0.0003504890280171263,212825987.0,2022-03-17
Dopex,DPX,0.02848078002251382,0.0069999999999999,0.042,0.0069999999999999,5.313573216736422e-05,211922629.0,2022-03-17
Energy Web Token,EWT,0.00012203622410014496,-0.0,0.025,-0.02,2.2070366487994182e-05,211101992.0,2022-03-17
PLEX,PLEX,2.0804191993211364e-05,0.024,0.05,0.142,0.00025732303369638683,210041737.0,2022-03-17
Orbs,ORBS,1.7535850738538143e-06,-0.001,0.001,-0.008,9.171031045064176e-05,209383845.0,2022-03-17
Alchemix USD,ALUSD,2.4232415162771235e-05,-0.0,0.0,0.001,2.464297509337566e-06,208931720.0,2022-03-17
XYO Network,XYO,3.984808329372759e-07,-0.0,0.005,-0.055,8.49328665984126e-05,204717393.0,2022-03-17
Boba Network,BOBA,3.105494368055056e-05,0.005,0.0579999999999999,0.162,0.0001312836810164023,204133364.0,2022-03-17
Ocean Protocol,OCEAN,1.1304678803715452e-05,0.001,-0.0069999999999999,0.0069999999999999,0.00022656000700638814,202260490.0,2022-03-17
Unibright,UBT,3.251064416726407e-05,-0.0,0.135,0.74,2.6126914782473218e-05,201738743.0,2022-03-17
Mdex,MDX,5.626330868492948e-06,0.001,0.037,0.043,0.00018072646221807873,200934743.0,2022-03-17
LUKSO Token,LYXE,0.0003180705563108976,-0.002,0.0069999999999999,-0.051,4.208651594789562e-05,199459617.0,2022-03-17
Mask Network,MASK,0.00010214165078172698,0.002,0.043,-0.01,0.0012546442529967072,198784023.0,2022-03-17
DAO Maker,DAO,5.3133067729038796e-05,0.005,0.005,-0.051,4.523537410569558e-05,198134048.0,2022-03-17
Origin Protocol,OGN,1.0083394618712375e-05,-0.013,-0.043,0.488,0.0017868272418064867,197701631.0,2022-03-17
UFO Gaming,UFO,1.8353132073037034e-10,0.0069999999999999,0.005,-0.0559999999999999,9.542214465761593e-05,194844243.0,2022-03-17
Ardor,ARDR,4.717124606166468e-06,-0.004,0.008,-0.043,8.66375537946505e-05,194331101.0,2022-03-17
Pundi X,PUNDIX,1.8096419256200785e-05,0.0,0.008,-0.049,7.065435720798633e-05,192900544.0,2022-03-17
Civic,CVC,6.942963435375761e-06,-0.001,0.067,0.044,0.0010669661170931775,192055742.0,2022-03-17
GMX,GMX,0.0006179448565738808,0.003,0.119,0.0139999999999999,5.470405957734762e-05,190389663.0,2022-03-17
Kyber Network Crystal Legacy,KNCL,7.351287454302794e-05,0.015,-0.011,-0.032,0.001418753946183279,187322633.0,2022-03-17
MX Token,MX,4.5369331799900074e-05,-0.001,0.006,-0.005,6.458689906309968e-06,186909022.0,2022-03-17
Coinmetro,XCM,1.4878180881849333e-05,0.003,0.006,-0.024,6.29059281132306e-07,185482862.0,2022-03-17
Conflux,CFX,2.884567525117609e-06,-0.001,0.022,-0.055,9.474212358178454e-05,185392410.0,2022-03-17
Yoshi.exchange,YOSHI,3.396634465397757e-05,0.001,0.05,0.28,2.8884420353722804e-05,183581718.0,2022-03-17
Wonderland,TIME,0.004873927846228613,0.002,0.021,-0.054,1.9727446449155547e-05,181461291.0,2022-03-17
MiL.k Alliance,MLK,1.9749682560636097e-05,-0.001,-0.0,-0.004,0.0001633585578930989,181018689.0,2022-03-17
XSGD,XSGD,1.7884517788684853e-05,0.0,0.003,0.002,3.809164025041497e-05,180464893.0,2022-03-17
Divi,DIVI,1.5734568001957028e-06,0.018,0.036,-0.008,3.502064525663957e-06,180441034.0,2022-03-17
JOE,JOE,2.3830666090113087e-05,-0.011,0.1119999999999999,-0.033,0.0008270454574044478,180295364.0,2022-03-17
Radicle,RAD,0.000105053051755154,-0.0,-0.022,-0.065,0.00013497859970558796,178613189.0,2022-03-17
SuperFarm,SUPER,1.485877154202649e-05,-0.002,0.012,-0.062,0.00023847108611791486,176123468.0,2022-03-17
Pundi X [OLD],NPXS,1.793024695716205e-08,0.005,0.23,-0.0559999999999999,5.581792916298996e-08,175021533.0,2022-03-17
Aragon,ANT,0.00011160370394536479,0.005,-0.0069999999999999,-0.032,0.00035112537943989144,174947342.0,2022-03-17
Reserve Rights Token,RSR,3.2243556827030223e-07,-0.003,-0.037,0.016,0.0010806411394953992,174938398.0,2022-03-17
Moonriver,MOVR,0.001250931951546472,0.001,0.0579999999999999,-0.063,0.0003324234966692291,174781398.0,2022-03-17
BTSE Token,BTSE,0.00020549638533838623,0.017,0.0069999999999999,0.088,3.1481677285024714e-06,171754643.0,2022-03-17
Ergo,ERG,7.90930597420964e-05,-0.006,0.002,0.004,2.5558622427708317e-05,170208459.0,2022-03-17
Rari Governance Token,RGT,0.000367564372859157,-0.0,0.016,-0.064,1.8863046229429163e-06,170001175.0,2022-03-17
Request,REQ,5.31830464550437e-06,-0.002,0.006,0.093,0.00020176241027183937,169969973.0,2022-03-17
Cartesi,CTSI,7.811410084074264e-06,0.003,0.033,0.0,0.0002969326172788008,167831024.0,2022-03-17
Aurora,AURORA,0.00017832330958640066,-0.001,0.072,-0.069,2.2419102326156923e-05,167615843.0,2022-03-17
Veritaseum,VERI,0.0018846468967624202,-0.064,0.032,0.3279999999999999,1.062139860957123e-06,167034953.0,2022-03-17
Power Cash,PRCH,1.407794371145932e-08,0.004,0.057,-0.034,2.102961336495614e-06,165663549.0,2022-03-17
MMFinance,MMF,2.9114009698265878e-05,-0.002,0.091,0.381,0.0007991514060957785,165134827.0,2022-03-17
sBTC,SBTC,0.9878415043014732,0.0,0.005,-0.0279999999999999,4.459165235017978e-05,165066520.0,2022-03-17
Numeraire,NMR,0.0006761728760424212,0.0,-0.009,-0.036,6.614459386190172e-05,164787989.0,2022-03-17
Alchemy Pay,ACH,9.7058384385966e-07,0.005,-0.013,-0.045,0.00011780320432948111,164599197.0,2022-03-17
FEG Token BSC,FEG,5.844637454154741e-14,0.025,-0.023,-0.013,4.662866042803256e-06,163269693.0,2022-03-17
inSure DeFi,SURE,1.4947702608640075e-07,0.006,0.03,0.132,2.002043012154588e-05,162967567.0,2022-03-17
Multichain,MULTI,0.00021471582175423842,-0.001,-0.033,-0.243,1.451631050121463e-05,162445121.0,2022-03-17
Bifrost,BFC,3.635636191237445e-06,-0.0,0.005,-0.026,3.275332722587621e-05,159291451.0,2022-03-17
Ion,ION,0.1794245470405678,-0.037,0.048,-0.139,7.211395926434733e-06,157510201.0,2022-03-17
World Mobile Token,WMT,1.6220676394046093e-05,0.001,0.022,-0.0559999999999999,1.831303299031534e-05,156579542.0,2022-03-17
Poollotto.finance,PLT,0.0004359822957346919,0.015,0.021,0.036,1.2101050732731369e-05,156426727.0,2022-03-17
Mango,MNGO,3.6421868434276558e-06,0.001,0.015,-0.017,8.478143819274036e-06,156098438.0,2022-03-17
AscendEx Token,ASD,5.0707385160639586e-06,-0.002,-0.001,-0.047,3.445281894165047e-05,155507488.0,2022-03-17
Reef Finance,REEF,2.0585850440847504e-07,0.002,0.005,-0.022,0.00026113525632321625,154953141.0,2022-03-17
Storj,STORJ,2.571737522926769e-05,0.003,0.0279999999999999,0.076,0.0003935338425692071,153045067.0,2022-03-17
FEG Token,FEG,5.405501140662834e-14,-0.012,0.005,0.001,1.0291193893753152e-05,152507971.0,2022-03-17
Tokamak Network,TON,8.806987941016304e-05,0.001,0.018,-0.049,5.481461456860838e-05,152418252.0,2022-03-17
Akash Network,AKT,2.7658309211552368e-05,0.013,0.039,0.005,2.5691788978461907e-05,150977820.0,2022-03-17
Origin Dollar,OUSD,2.4183091177946427e-05,-0.001,0.003,-0.005,6.639754989577001e-06,150877504.0,2022-03-17
Verge,XVG,2.2125079288367058e-07,0.0,-0.001,-0.1369999999999999,6.885544367337334e-05,150565690.0,2022-03-17
VeThor Token,VTHO,7.949415240262439e-08,-0.002,0.01,0.021,9.115448034469657e-05,149610423.0,2022-03-17
Merit Circle,MC,5.14347504945397e-05,-0.001,0.015,0.035,0.00015627318257418874,149412537.0,2022-03-17
USDX,USDX,2.3586811996913797e-05,0.0069999999999999,0.006,0.003,1.0934501391690455e-05,148673012.0,2022-03-17
Band Protocol,BAND,8.661417892344954e-05,0.001,-0.012,-0.043,0.0002539202529037021,148621625.0,2022-03-17
aelf,ELF,7.781082990601064e-06,-0.001,0.0069999999999999,-0.038,0.00011535164524068224,148069098.0,2022-03-17
Biconomy,BICO,3.129756042833614e-05,-0.006,-0.018,-0.0,0.0005253107835364695,147807938.0,2022-03-17
OriginTrail,TRAC,9.787960204933868e-06,-0.01,0.006,-0.093,2.8341052496597332e-05,147741339.0,2022-03-17
Beldex,BDX,2.3801555019535142e-06,0.005,-0.0289999999999999,0.3779999999999999,4.676968061204511e-06,147183281.0,2022-03-17
Orchid Protocol,OXT,5.954567066572067e-06,0.0,0.035,0.06,0.00029051673398893527,145268599.0,2022-03-17
StarLink,STARL,3.5122949676192827e-10,0.002,0.003,-0.023,0.00010390429296681543,144516643.0,2022-03-17
GPEX,GPX,9.146651387916124e-05,-0.002,-0.017,-0.061,2.8801948574137496e-06,144310185.0,2022-03-17
Kishu Inu,KISHU,0.0,-0.0,-0.039,0.073,0.0001023625816062503,143713655.0,2022-03-17
Beta Finance,BETA,9.466201874020625e-06,0.001,0.0069999999999999,-0.087,0.0002796403322226287,140529092.0,2022-03-17
Ark,ARK,2.0744896460052567e-05,0.008,0.024,-0.053,3.7834041079521055e-05,139681382.0,2022-03-17
TrueFi,TRU,5.209806435894656e-06,0.095,0.1939999999999999,0.242,0.00024341440454135897,137832596.0,2022-03-17
STASIS EURO,EURS,2.6930458968195617e-05,-0.001,0.005,0.001,9.637802675925989e-05,137830475.0,2022-03-17
Acala,ACA,2.620260872483886e-05,0.002,-0.0139999999999999,-0.054,0.00015257517421389682,137419617.0,2022-03-17
Keep3rV1,KP3R,0.00877132328265625,0.003,0.003,-0.032,0.0003300344386925856,135737507.0,2022-03-17
Magic,MAGIC,6.45360548749613e-05,-0.002,-0.045,-0.054,7.91661767162455e-05,135701244.0,2022-03-17
Hxro,HXRO,7.382245318916341e-06,0.0,-0.003,-0.066,1.227309535722668e-06,133744124.0,2022-03-17
Sperax,SPA,4.130404524996589e-06,-0.004,0.026,-0.026,1.5737248410165402e-05,133654459.0,2022-03-17
MaidSafeCoin,MAID,7.16262863882083e-06,0.001,0.001,-0.067,1.3480856423034837e-07,133599281.0,2022-03-17
flexUSD,FLEXUSD,2.4261674742554178e-05,-0.0,-0.005,0.002,5.396809646768701e-06,132659636.0,2022-03-17
Prometeus,PROM,0.00019530648193139165,-0.001,0.011,-0.031,1.5355786223301586e-05,132399958.0,2022-03-17
Iron Bank EURO,IBEUR,2.668784222041003e-05,0.0,0.016,0.005,1.0001803905856256e-06,132176489.0,2022-03-17
Qredo,QRDO,6.332297113603337e-05,-0.0,0.0279999999999999,0.024,0.000288699058038163,131117652.0,2022-03-17
Bezoge Earth,BEZOGE,3.639251216783775e-14,-0.004,-0.022,-0.177,3.042549306718775e-06,130736810.0,2022-03-17
Victoria VR,VR,3.7417324950440812e-06,0.01,0.067,0.131,0.00017332454232700135,130077410.0,2022-03-17
Polkastarter,POLS,3.566466188847667e-05,0.018,-0.042,0.198,0.000594824413459141,129790575.0,2022-03-17
DUSK Network,DUSK,7.83288166625329e-06,-0.024,-0.0069999999999999,-0.108,0.00018527147197980028,129772453.0,2022-03-17
iExec RLC,RLC,4.391363131318656e-05,0.004,-0.001,0.01,7.429347194920227e-05,129744853.0,2022-03-17
RMRK,RMRK,0.00033020139370017686,-0.006,-0.003,-0.07,5.390445614719078e-05,129381545.0,2022-03-17
THORChain (ERC20),RUNE,0.00019360816469689255,0.003,0.122,0.584,4.166987638832463e-05,129360305.0,2022-03-17
Metadium,META,1.847275163541951e-06,-0.002,-0.012,0.004,0.0001708777126788903,128563501.0,2022-03-17
StormX,STMX,3.3474798153784807e-07,0.002,-0.0139999999999999,-0.1,3.183676507272437e-05,128358108.0,2022-03-17
Stratis,STRAX,2.29568818729633e-05,-0.003,0.013,-0.04,0.0002487302958744617,128080393.0,2022-03-17
STP Network,STPT,2.1348525741031167e-06,0.0,0.016,-0.046,0.00012597383093965262,127931734.0,2022-03-17
Steem,STEEM,7.813520849779999e-06,0.004,0.02,-0.011,7.365498019561497e-05,127246640.0,2022-03-17
DEAPCOIN,DEP,6.575321769248903e-07,-0.008,-0.018,-0.159,8.843229023201366e-05,126235341.0,2022-03-17
Meerkat Shares,MSHARE,0.34309210677948887,0.001,0.091,1.065,0.00014826548001749268,126105039.0,2022-03-17
RSK Infrastructure Framework,RIF,3.6728536003477535e-06,-0.002,0.01,-0.07,3.56694761889568e-06,125639850.0,2022-03-17
Dawn Protocol,DAWN,4.17300805831163e-05,0.001,0.0139999999999999,0.006,7.013872734788757e-05,125035795.0,2022-03-17
Alpha Finance,ALPHA,6.793851182186741e-06,0.003,0.004,-0.003,9.887917593235104e-05,125007857.0,2022-03-17
NKN,NKN,4.6553786438550375e-06,0.005,-0.003,-0.0139999999999999,0.00010135752367789255,124824929.0,2022-03-17
Decentral Games,DG,7.83540488043026e-06,-0.01,0.059,0.008,2.2569184394699044e-05,124818085.0,2022-03-17
Balancer,BAL,0.0002794944934129896,0.0,0.006,-0.038,0.00015353588932062322,124477702.0,2022-03-17
Strike,STRK,0.0009614901714382692,0.002,0.044,-0.01,0.0012184334111955877,124043364.0,2022-03-17
Alien Worlds,TLM,2.4063172283123933e-06,0.008,0.0279999999999999,-0.019,0.0009240200841196697,123122031.0,2022-03-17
Dero,DERO,0.0002651801052936401,0.001,0.0069999999999999,-0.158,9.813071605240584e-06,122930832.0,2022-03-17
Sun Token,SUN,2.8147928756563495e-07,0.0,0.0,-0.026,0.00034576562858566555,122048839.0,2022-03-17
Tomb Shares,TSHARE,0.07562655168570429,-0.015,0.07,-0.346,0.00025990782837886906,122042187.0,2022-03-17
GXChain,GXC,3.930391310526045e-05,-0.006,-0.01,-0.046,0.00019063277629994548,122034911.0,2022-03-17
Ankr Reward-Bearing Staked ETH,AETHC,0.054703040739927634,0.005,0.027,-0.035,1.78607154967965e-06,120703323.0,2022-03-17
Spookyswap,BOO,0.0003253490587444652,-0.005,0.027,-0.073,5.235390729161776e-05,120688730.0,2022-03-17
Maple,MPL,0.0006458457825692231,-0.016,0.048,0.216,0.0001038036628967061,120557876.0,2022-03-17
Kirobo,KIRO,3.040812710691526e-06,0.009,-0.008,-0.102,1.043426465277925e-06,119964465.0,2022-03-17
BENQI Liquid Staked AVAX,SAVAX,0.0019358390305451788,-0.0,0.095,0.0289999999999999,1.9645440709346044e-05,119637582.0,2022-03-17
sETH2,SETH2,0.06836964214268966,0.005,0.0279999999999999,0.035,1.653906121407422e-05,119015862.0,2022-03-17
Aavegotchi,GHST,4.7067649034399164e-05,-0.001,0.0,-0.008,0.0004997850082825893,117650490.0,2022-03-17
FUNToken,FUN,2.6864330167913594e-07,-0.0069999999999999,0.012,-0.012,1.4516017068763198e-05,117522843.0,2022-03-17
agEUR,AGEUR,2.6930458968195617e-05,0.003,0.011,0.005,3.677469814764807e-05,115865259.0,2022-03-17
Alchemix,ALCX,0.002351684136249672,-0.001,0.023,-0.144,0.00012046251359389502,114928689.0,2022-03-17
Hoo Token,HOO,3.372372790619199e-05,-0.004,0.035,0.059,0.00015244998212152926,114432549.0,2022-03-17
Beefy.Finance,BIFI,0.03549191880002166,-0.004,0.005,-0.093,2.4250017258708616e-05,114334270.0,2022-03-17
Alpine F1 Team Fan Token,ALPINE,0.0002426167477495807,0.002,0.142,0.953,0.0039123863982519136,114038968.0,2022-03-17
DODO,DODO,9.583652641623625e-06,-0.003,0.009,-0.033,0.00042685195822116345,113721778.0,2022-03-17
Hathor,HTR,1.1929004480792098e-05,0.001,0.0279999999999999,-0.049,9.145139946408261e-05,112171936.0,2022-03-17
TitanSwap,TITAN,2.71730757159812e-05,-0.018,-0.008,-0.038,4.221548814066695e-07,111774842.0,2022-03-17
PlatON Network,LAT,1.1262241034401763e-06,0.005,0.022,-0.047,4.4858296144870836e-05,111691885.0,2022-03-17
Phantasma,SOUL,2.5959991977053275e-05,0.005,-0.009,-0.105,5.066875924449887e-05,111502505.0,2022-03-17
Tornado Cash,TORN,0.0011470919834942416,-0.002,-0.01,-0.044,0.00012557988924323665,111302578.0,2022-03-17
Klever,KLV,5.078123457715844e-07,-0.002,-0.01,0.015,5.884521998223419e-05,110824223.0,2022-03-17
JasmyCoin,JASMY,5.611379924968547e-07,-0.016,0.098,0.685,0.011351201709039622,110553343.0,2022-03-17
BTC Standard Hashrate Token,BTCST,0.0003658660556246579,0.0069999999999999,-0.015,-0.092,5.436084717356481e-05,109935865.0,2022-03-17
KardiaChain,KAI,7.909746602577312e-07,-0.002,-0.015,-0.061,4.9885191034776256e-05,109334845.0,2022-03-17
My Neighbor Alice,ALICE,0.00015212070082555747,0.001,0.033,-0.016,0.0017254691871353013,109282154.0,2022-03-17
Proton,XPR,2.6848247171635577e-07,-0.002,0.008,-0.102,0.00014996015598891697,109182891.0,2022-03-17
Utrust,UTK,5.7500896715383755e-06,-0.001,0.015,-0.051,0.00014155795939236693,109107417.0,2022-03-17
Kava Swap,SWP,4.415624806097215e-05,-0.012,0.008,0.0,3.420324601133989e-05,109049036.0,2022-03-17
Regen,REGEN,2.1191747986124056e-05,-0.002,0.013,-0.04,3.205110884813047e-06,107921529.0,2022-03-17
BakerySwap,BAKE,1.3585276232899952e-05,0.002,0.021,-0.016,0.0002669825020436681,107743877.0,2022-03-17
Hydra,HYDRA,0.0002246631084134474,0.004,0.04,0.0559999999999999,1.5260144504866636e-05,107523003.0,2022-03-17
Venus,XVS,0.000214958438502024,0.003,0.04,-0.01,0.0002715102683336848,106857130.0,2022-03-17
CRYPTO20,C20,7.787997600316847e-05,0.005,0.094,-0.0139999999999999,4.214414953350369e-06,106817045.0,2022-03-17
Pylon Protocol,MINE,1.3300386171864847e-06,-0.002,0.025,0.118,4.402108157873316e-06,106639197.0,2022-03-17
QuarkChain,QKC,3.888555056897407e-07,0.008,0.0279999999999999,-0.031,3.984714304294821e-05,106547838.0,2022-03-17
Orion Protocol,ORN,7.42407247863847e-05,0.003,-0.012,-0.074,0.0001666544947519969,104853664.0,2022-03-17
Seedify.fund,SFUND,0.00010602351874629634,-0.002,0.013,-0.168,5.3210436617352753e-05,104617801.0,2022-03-17
TomoChain,TOMO,2.8871392950480293e-05,0.0069999999999999,0.015,-0.0279999999999999,3.504679526628204e-05,104551092.0,2022-03-17
Ellipsis,EPS,4.039617337975223e-06,-0.001,0.012,-0.0289999999999999,9.744919329285241e-05,104379795.0,2022-03-17
Railgun,RAIL,4.391363131318656e-05,-0.001,0.021,-0.175,8.143509999512553e-06,104202720.0,2022-03-17
Decentral Games Governance,XDG,8.201149627717028e-06,0.013,0.052,0.013,2.548754273153161e-06,104005183.0,2022-03-17
Hermez Network,HEZ,0.00014969453334770164,0.002,0.015,0.013,1.1770737274298934e-06,103279211.0,2022-03-17
AIOZ Network,AIOZ,5.205609166157966e-06,-0.012,-0.095,-0.107,9.481686255323795e-05,103148149.0,2022-03-17
ICHI,ICHI,0.0005585037533664125,0.005,0.017,0.108,1.1429729066048364e-05,100868057.0,2022-03-17
sETH,SETH,0.06844242716702532,0.006,0.039,0.033,5.657905842054412e-05,100163119.0,2022-03-17
Bitcoin Diamond,BCD,1.2841461807538907e-05,0.015,0.0289999999999999,-0.0409999999999999,0.0002374890885280933,99286361.0,2022-03-17
Metal,MTL,3.68777456274046e-05,0.004,-0.001,-0.044,0.00017949525417332779,98146821.0,2022-03-17
Dopex Rebate Token,RDPX,0.0025666425747877,-0.013,0.052,0.092,3.401063349807232e-05,97862985.0,2022-03-17
Wilder World,WILD,2.838615945490912e-05,-0.012,0.004,-0.178,7.122554936580069e-05,97738316.0,2022-03-17
